Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10
0.770274244369238,0.40838506522717055,0.5704618689581096,0.5006918238993712,0.2840983606557377,0.3978736517719568,0.6433848106621537,0.40838506522717055,0.5276005547850208,0.2840983606557377
0.45088827968475825,0.5237757615814456,0.572187257292354,0.6633223141968653,0.594832955479708,0.5720312243773005,0.43418971395077205,0.34831460674157305,0.3883177942465535,0.49782536995096643
0.6062811971891162,0.7228815062988591,0.6022203052919776,0.7691699770603704,0.6062811971891162,0.7691699770603704,0.543509479893911,0.8137286024373817,0.6151602825083882,0.5596646329809708
0.4197286660411579,0.6403049168481266,0.5134643741201118,0.5316674712023549,0.46610147986666195,0.6107749938533759,0.7606136747641447,0.6575987666112331,0.5423346359857043,0.7241000746461992
0.5011995194227477,0.6887376330533547,0.6887376330533547,0.6887376330533547,0.6293444736961367,0.5607330899417896,0.5607330899417896,0.6375714556554053,0.6293444736961367,0.7311058548893734
0.5297396884541737,0.7875323796534189,0.09294653792790729,0.48513027880310783,0.5297396884541737,0.8298078468683341,0.7364448755271222,0.7364448755271222,0.755957080524918,0.6595184733435824
0.5871191135734073,0.5753956097030271,0.5703688121243348,0.5492967860900112,0.5767300445630811,0.5791589940909715,0.5548690102718646,0.5791589940909715,0.5920008685630292,0.5753956097030271
0.6760677059509388,0.6821651632779965,0.4650092370212392,0.15587496620272895,0.5361549687830724,0.7461858070746561,0.6478575181269984,0.7377061893646227,0.7518018727605009,0.7124417425260023
0.5063371050166273,0.6602072841951483,0.7018898381502026,0.6188533658556594,0.6508448363759993,0.6737730840342889,0.6804520959847504,0.6188533658556594,0.6383624688017302,0.5988525869293745
0.5668487636572743,0.6220515970515972,0.5173831606067405,0.6211302211302211,0.564050713042255,0.6220515970515972,0.544210431166953,0.6756756756756757,0.695045045045045,0.7117117117117117
0.7324534910573477,0.6493022818433088,0.7126679160929706,0.7089260175110131,0.7445287889090884,0.6935059806218116,0.6421521941914308,0.6647226735919681,0.7126679160929706,0.6458306722097048
0.6851265696948491,0.6058251131735516,0.6394370592838179,0.7736830269297802,0.39512003148366776,0.44954975338250597,0.687581747998171,0.6851265696948491,0.6952661597818074,0.43759936406995226
0.5424499121489544,0.5596435629851848,0.4409161260736226,0.6522901150124133,0.5596310117767953,0.2580049261083744,0.6645422659403534,0.5424499121489544,0.5644051550465115,0.40684789067142
0.5881352408996854,0.6503411937462208,0.5161576973011235,0.6774019607843137,0.7061148570099978,0.5881352408996854,0.32373549451971356,0.5841766092089271,0.7061148570099978,0.45386750338418463
0.6943319387954066,0.5900583791208791,0.6701552282929912,0.6655066925749619,0.5882631658088209,0.5650011532695192,0.6104074389123001,0.6104074389123001,0.5950242394218519,0.2981496824081745
0.5456622003069713,0.44783057190471703,0.6033883422198485,0.7450867828748462,0.6959384699407138,0.0890261778221419,0.4146988284634412,0.5456622003069713,0.7053670111911918,0.547483293693187
0.6698312927404951,0.4191633547856551,0.6905110175153678,0.5799841922307934,0.6905110175153678,0.646663833404165,0.32945618842071916,0.5472077882654194,0.7039382013708522,0.4191633547856551
0.650470102570943,0.7084948162622808,0.3652700549539882,0.709227330779055,0.39051904016692746,0.7084948162622808,0.7145083378741582,0.5162640901771336,0.5667445247677096,0.6647779787020294
